homophily,avg_degree,clustering_coefficient,power_law_exponent,density,triangle_density,node_count,avg_communities_per_node
0.7621139922024878,18.289756649688737,0.15929889562307115,,0.010356600594387734,20.849462365591396,1767,1.0
0.7407756531106922,21.571532316630357,0.19467316087844266,,0.015676985695225548,26.947712418300654,1377,1.0
0.6579706257125612,26.356164383561644,0.17660091158663688,,0.011651708392379154,39.720282810428635,2263,1.0
0.6154057771664374,27.973492945703292,0.18555567478972454,,0.011964710413046746,47.17272338606242,2339,1.0
0.7134561141529783,22.916349809885933,0.18196468123670004,,0.01453161053258461,29.621039290240812,1578,1.0
0.8128019323671497,17.841332027424095,0.19433001713012937,,0.01749150198767068,17.83937316356513,1021,1.0
0.693210015790661,24.317059791552385,0.17941855334403747,,0.013346355538722494,32.71091607240812,1823,1.0
0.6194629919022588,28.291800643086816,0.18315652727177226,,0.011375874806227107,48.00763665594855,2488,1.0
0.8399065905552673,13.042301184433164,0.22955950544137102,,0.022105595227852822,10.587140439932318,591,1.0
0.6235898981148421,32.06461352657005,0.17852846157265292,,0.009684268657979478,61.929951690821255,3312,1.0
0.6632408359027064,26.746355685131196,0.17628428763521262,,0.011144314868804664,37.95002082465639,2401,1.0
0.7021267398634045,24.636847710330137,0.18740457262689306,,0.01312565141733092,33.77263045793397,1878,1.0
0.6553487152595701,25.161077515118198,0.1836217882030991,,0.013839976630978105,33.71852666300165,1819,1.0
0.6171759372014164,30.676436781609194,0.17261347768624385,,0.00881760183432285,58.97787356321839,3480,1.0
0.6230807098150449,30.5361488904796,0.17580738950613256,,0.010933100211414106,55.50572655690766,2794,1.0
0.6553072065751228,25.73602751504729,0.16860732512331264,,0.0110692591462569,34.943680137575235,2326,1.0
0.6177981937091249,29.080754716981133,0.1815507457848453,,0.010978012350691254,51.27358490566038,2650,1.0
0.6224275023386342,30.380106571936057,0.17576363806355122,,0.010796057772543019,55.11190053285968,2815,1.0
0.6113766222732003,29.76857413847613,0.17627673973184343,,0.009414476324628758,54.23110970597534,3163,1.0
0.6208587882370974,30.234359483614696,0.17446038785253837,,0.010011377312455197,55.12247600132407,3021,1.0
0.619337889703015,30.16904024767802,0.17150331261845322,,0.009343152755552189,56.27616099071207,3230,1.0
0.6232926661016616,30.899512789281363,0.17586715910267953,,0.009411974654060726,59.97838002436053,3284,1.0
0.6265201494316827,31.218362282878413,0.17654815740611918,,0.009686119231423646,61.83002481389578,3224,1.0
0.6250978345943126,26.664347826086956,0.18161582298685056,,0.011598237418915596,38.69130434782609,2300,1.0
