homophily,avg_degree,clustering_coefficient,power_law_exponent,density,triangle_density,node_count,avg_communities_per_node
,4.54054054054054,0.5653796653796652,,0.12612612612612611,1.4324324324324325,37,1.0
,4.434782608695652,0.581159420289855,,0.2015810276679842,1.434782608695652,23,1.0
,3.68,0.7066666666666667,,0.15333333333333332,1.08,25,1.0
,3.75,0.6597222222222223,,0.16304347826086957,1.125,24,1.0
,3.9130434782608696,0.7159420289855073,,0.17786561264822134,1.2608695652173914,23,1.0
,3.8333333333333335,0.725,,0.16666666666666666,1.2083333333333333,24,1.0
,4.538461538461538,0.5459706959706959,,0.18153846153846154,1.4230769230769231,26,1.0
,3.022727272727273,0.022700216450216453,,0.03474399164054336,0.03409090909090909,88,1.0
,3.391304347826087,0.6521739130434783,,0.1541501976284585,0.8695652173913043,23,1.0
,3.3125,0.6010416666666667,,0.10685483870967742,0.75,32,1.0
,3.0,1.0,,1.0,1.0,4,1.0
,4.0,0.7,,0.3076923076923077,1.3571428571428572,14,1.0
,3.5714285714285716,0.5587301587301585,,0.08710801393728224,0.8333333333333334,42,1.0
,3.5609756097560976,0.5601626016260162,,0.08902439024390243,0.8292682926829268,41,1.0
,3.5555555555555554,0.6222222222222223,,0.10158730158730159,0.9166666666666666,36,1.0
,3.5272727272727273,0.1963636363636364,,0.06531986531986532,0.43636363636363634,55,1.0
,4.75,0.4729761904761906,,0.12179487179487179,1.325,40,1.0
,4.7894736842105265,0.48421052631578965,,0.12944523470839261,1.394736842105263,38,1.0
,1.0,0.0,,1.0,0.0,2,1.0
,4.0,0.5842176870748298,,0.11764705882352941,1.1142857142857143,35,1.0
,4.285714285714286,0.5749433106575965,,0.10452961672473868,1.2619047619047619,42,1.0
,4.390243902439025,0.5349593495934959,,0.10975609756097561,1.2682926829268293,41,1.0
,4.153846153846154,0.5487179487179488,,0.10931174089068826,1.1282051282051282,39,1.0
,4.380952380952381,0.5412698412698413,,0.10685249709639953,1.2619047619047619,42,1.0
,4.2926829268292686,0.5439024390243902,,0.1073170731707317,1.1951219512195121,41,1.0
,4.25,0.5903571428571429,,0.10897435897435898,1.275,40,1.0
,4.486486486486487,0.5323037323037323,,0.12462462462462462,1.3513513513513513,37,1.0
,4.260869565217392,0.563768115942029,,0.19367588932806323,1.2608695652173914,23,1.0
,4.2727272727272725,0.5954545454545456,,0.20346320346320346,1.3636363636363635,22,1.0
,3.8823529411764706,0.6049019607843137,,0.11764705882352941,1.1176470588235294,34,1.0
,4.2631578947368425,0.5728070175438597,,0.11522048364153627,1.1578947368421053,38,1.0
