homophily,avg_degree,clustering_coefficient,power_law_exponent,density,triangle_density,node_count,avg_communities_per_node
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.2142857142857144,0.0,,0.082010582010582,0.0,28,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.3,0.0,,0.12105263157894737,0.0,20,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.2222222222222223,0.0,,0.13071895424836602,0.0,18,1.0
,2.111111111111111,0.0,,0.12418300653594772,0.0,18,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.4444444444444446,0.0,,0.09401709401709402,0.0,27,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.1739130434782608,0.0,,0.09881422924901186,0.0,23,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.0833333333333335,0.0,,0.09057971014492754,0.0,24,1.0
,2.1739130434782608,0.0,,0.09881422924901186,0.0,23,1.0
,2.142857142857143,0.0,,0.16483516483516483,0.0,14,1.0
,2.1176470588235294,0.0,,0.1323529411764706,0.0,17,1.0
,2.1333333333333333,0.0,,0.1523809523809524,0.0,15,1.0
,2.1333333333333333,0.0,,0.1523809523809524,0.0,15,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.3076923076923075,0.0,,0.09230769230769231,0.0,26,1.0
,2.3076923076923075,0.0,,0.09230769230769231,0.0,26,1.0
,2.210526315789474,0.0,,0.12280701754385964,0.0,19,1.0
,2.210526315789474,0.0,,0.12280701754385964,0.0,19,1.0
,2.142857142857143,0.0,,0.16483516483516483,0.0,14,1.0
,2.0952380952380953,0.0,,0.10476190476190476,0.0,21,1.0
,2.32,0.0,,0.09666666666666666,0.0,25,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.1052631578947367,0.0,,0.11695906432748537,0.0,19,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.0869565217391304,0.0,,0.09486166007905138,0.0,23,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.3,0.0,,0.12105263157894737,0.0,20,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.210526315789474,0.0,,0.12280701754385964,0.0,19,1.0
,2.142857142857143,0.0,,0.16483516483516483,0.0,14,1.0
,2.3076923076923075,0.0,,0.09230769230769231,0.0,26,1.0
,2.25,0.0,,0.15,0.0,16,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.111111111111111,0.0,,0.12418300653594772,0.0,18,1.0
,2.0,0.0,,0.2222222222222222,0.0,10,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.0,0.0,,0.18181818181818182,0.0,12,1.0
,2.24,0.0,,0.09333333333333334,0.0,25,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.32,0.0,,0.09666666666666666,0.0,25,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.347826086956522,0.0,,0.1067193675889328,0.0,23,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.1052631578947367,0.0,,0.11695906432748537,0.0,19,1.0
,2.24,0.0,,0.09333333333333334,0.0,25,1.0
,2.2666666666666666,0.0,,0.1619047619047619,0.0,15,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.1538461538461537,0.0,,0.08615384615384615,0.0,26,1.0
,2.3,0.0,,0.12105263157894737,0.0,20,1.0
,2.24,0.0,,0.09333333333333334,0.0,25,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.357142857142857,0.0,,0.0873015873015873,0.0,28,1.0
,2.0833333333333335,0.0,,0.09057971014492754,0.0,24,1.0
,2.2666666666666666,0.0,,0.1619047619047619,0.0,15,1.0
,2.0,0.0,,0.2222222222222222,0.0,10,1.0
,2.0952380952380953,0.0,,0.10476190476190476,0.0,21,1.0
,2.0952380952380953,0.0,,0.10476190476190476,0.0,21,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.24,0.0,,0.09333333333333334,0.0,25,1.0
,2.2857142857142856,0.0,,0.11428571428571428,0.0,21,1.0
,2.1176470588235294,0.0,,0.1323529411764706,0.0,17,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.0952380952380953,0.0,,0.10476190476190476,0.0,21,1.0
,2.2666666666666666,0.0,,0.1619047619047619,0.0,15,1.0
,2.0,0.0,,0.15384615384615385,0.0,14,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.1052631578947367,0.0,,0.11695906432748537,0.0,19,1.0
,2.1904761904761907,0.0,,0.10952380952380952,0.0,21,1.0
,2.3,0.0,,0.12105263157894737,0.0,20,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.0,0.0,,0.2,0.0,11,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.0,0.0,,0.18181818181818182,0.0,12,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.125,0.0,,0.14166666666666666,0.0,16,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.0,0.0,,0.18181818181818182,0.0,12,1.0
,2.1666666666666665,0.0,,0.19696969696969696,0.0,12,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.1666666666666665,0.0,,0.19696969696969696,0.0,12,1.0
,2.3,0.0,,0.12105263157894737,0.0,20,1.0
,2.0,0.0,,0.15384615384615385,0.0,14,1.0
,2.0833333333333335,0.0,,0.09057971014492754,0.0,24,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.3157894736842106,0.0,,0.1286549707602339,0.0,19,1.0
,2.260869565217391,0.0,,0.10276679841897234,0.0,23,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.235294117647059,0.0,,0.13970588235294118,0.0,17,1.0
,2.0833333333333335,0.0,,0.09057971014492754,0.0,24,1.0
,2.0952380952380953,0.0,,0.10476190476190476,0.0,21,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.1818181818181817,0.0,,0.1038961038961039,0.0,22,1.0
,2.2,0.0,,0.11578947368421053,0.0,20,1.0
,2.1538461538461537,0.0,,0.1794871794871795,0.0,13,1.0
,2.090909090909091,0.0,,0.09956709956709957,0.0,22,1.0
,2.357142857142857,0.0,,0.0873015873015873,0.0,28,1.0
,2.142857142857143,0.0,,0.16483516483516483,0.0,14,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.272727272727273,0.0,,0.10822510822510822,0.0,22,1.0
,2.0,0.0,,0.16666666666666666,0.0,13,1.0
,2.2857142857142856,0.0,,0.11428571428571428,0.0,21,1.0
